Brand,Model Name,Box Shape,Platform Width,Shank Strength,Vamp Length,Wing Height,Heel Height,Available Sizes,Available Widths,Customization Options,Material Composition,Intended Foot Shape,Arch Support Level,Durability Rating,Price Range,Price Sources,Availability: Current or Discontinued,Notes,Springiness,Technology Type,Base Model Name,Freed Makers,freed_makers
Russian Pointe,Akoya,Medium,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut with drawstring, Vamp 2, Enhanced materials, Pre-arched construction","Satin upper, Enhanced materials, Sea of Pearls technology","Greek, Square/Roman",Medium,High,$130.00-150.00,,Available,"Sea of Pearls Collection, replacement for Encore",1,Traditional Handmade,,,
So Danca,Alegria (Elektra Tech),Tapered,Medium,15 interchangeable options,Short,Soft,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11","M, W","Interchangeable shanks, Tech rings","Satin upper, Thermoplastic box, Leather sole","Egyptian, Greek",High,Very High,$139.00-179.00,,Available,"Technology meets tradition, no break-in",4,Modular/Interchangeable,,,
Grishko/Nikolay,Alice,Medium,Medium,"Hard, Medium, Soft",Short,Low,Low,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7","X, XX, XXX, XXXX","Beginner-friendly options, Custom paste options","Satin upper, Leather sole, Soft paste box","Greek, Square/Roman",Low,Medium,$60-90*,,Available,"Beginner model, lower profile, softer construction",1,Traditional Handmade,,,
So Danca,Alina I (Australia),Tapered,Medium,3 interchangeable options,Short,Soft,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10","M, W","Interchangeable shanks, Toe levelers","Satin upper, Polymer housing, Shock absorbing lining","Egyptian, Greek",High,Very High,$150.00-180.00,,Available,"3 shank sets, toe levelers, premium",4,Advanced Synthetic,,,
So Danca,Alina II (Australia),Medium-Tapered,Medium-Wide,3 interchangeable options,Long,Soft,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10","M, W","Interchangeable shanks, Toe levelers","Satin upper, Polymer housing, Shock absorbing lining","Egyptian, Greek",High,Very High,$150.00-180.00,,Available,"Wider through metatarsals, premium",4,Advanced Synthetic,,,
Russian Pointe,Almaz,Medium-Tapered,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut/V-cut, Vamp 2, Flexible Soft/Medium/Hard shanks, Pre-arched construction","Satin upper, Leather sole, Traditional paste, Pleatless construction","Egyptian, Greek",Medium,High,59,,Discontinued,"Jewels Collection, diamond sparkle, low crown, crystalline beauty",3,Advanced Synthetic,,,
Bloch,Alpha,Medium,Medium,"Medium, Strong",Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Regular/Strong shank,"Satin upper, Leather sole, B Paste","Greek, Square/Roman",Medium,High,$119*,,Discontinued,Advanced dancer shoe,1,Traditional Handmade,,,
Wear Moi,Alpha (Alfa),Square,Medium,Medium,Medium,High,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX",Custom fitting available,"Satin upper, Texon shank, Cardboard fiber 2.0, Leather sole, Microfiber insole","Greek, Square/Roman",Medium,High,$100.00-120.00,,Available,"Square box, low profile, elastic drawstring, silicone gel tip pad, high wings for lateral support Pointe Shoes ALFA MEDIUM - Wear Moi",1,Traditional Handmade,,,
Bloch,Amelie Soft,Medium,Medium,Soft,Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Soft shank only,"Satin upper, Leather sole, B Paste","Greek, Square/Roman",Medium,Medium,$119*,,Available,Beginner-friendly soft shank,2,Enhanced Traditional,,,
Capezio,Aria,Tapered,Medium,Strong,Medium,High,Medium,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","N, M, W","Standard shank, Shank reinforcement","Satin upper, Leather sole, Microfiber lining, Modern paste",Egyptian,High,High,102.2,,Available,"Lightweight, no-break-in, plush lining",1,Traditional Handmade,,,
Bloch,Aspiration,Medium,Wide,Medium,Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","B, C, D",3/4 shank,"Satin upper, Leather sole, A Paste","Square/Roman, Greek",Medium,Medium-High,115,,Discontinued,"Deep wide platform, 3/4 shank",2,Enhanced Traditional,,,
Capezio,Ava,Broad,Wide,Medium,Medium,Medium,Medium,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13","N, M, W, WW",Standard shank,"Satin upper, Leather sole, Microfiber lining",Square/Roman,Medium,Medium,99,,Available,"Broad feathered toe box, high platform.",2,Enhanced Traditional,,,
Capezio,Ava Strong Shank,Broad,Wide,Strong,Medium,Medium,Medium,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13","N, M, W, WW",Standard shank,"Satin upper, Leather sole, Microfiber lining",Square/Roman,High,High,99,,Available,"Reinforced #3.5 shank, 3/4 skived to zero.",2,Enhanced Traditional,,,
Bloch,Axi Stretch,Tapered,Medium,Medium-Hard,Medium,High,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX","Split outsole, Stretch construction","Stretch satin, Leather sole, A Paste","Egyptian, Greek",Medium,High,$145-160*,,Available,"Revolutionary stretch technology, split sole",2,Enhanced Traditional,,,
Bloch,Axiom,Medium,Medium,"Medium, Strong",Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Regular/Strong shank,"Satin upper, Leather sole, B Paste","Greek, Square/Roman",Medium,High,$86.00*,,Available,"U-shaped vamp, padded heel",2,Enhanced Traditional,,,
Bloch,B-Morph TMT,Medium-Square,Wide,"Medium, Strong",Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",TMT moldable,"Satin upper, TMT paste, 21st century shank","Greek, Square/Roman",Medium,High,$86*,,Discontinued,Heat-moldable TMT technology,3,Heat‑Moldable Technology,,,
Bloch,Balance European Strong,Medium,Wide,Strong,Medium,Medium,Medium,"1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5","A, B, C, D, E",Strong shank only,"Satin upper, Leather sole, A Paste","Giselle/Peasant, Square/Roman",Medium,High,118,,Available,Strong shank version,2,Enhanced Traditional,,,
Bloch,Balance Lisse,Medium,Medium,Medium,Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Standard shank,"Satin upper, Leather sole, A Paste","Greek, Square/Roman",Medium,Medium-High,118,,Discontinued,Smooth finish,2,Enhanced Traditional,,,
Russian Pointe,Baroque,Medium-Tapered,Wide,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut with drawstring, Vamp 2, Ocean-bound plastic lining, Pre-arched construction","Satin upper, Ocean-bound plastic lining, Sustainable materials","Greek, Square/Roman",Medium,High,$130.00-150.00,,Available,"Sea of Pearls Collection, sustainable, streamlined heel",1,Traditional Handmade,,,
Capezio,Bella,Tapered,Medium,Medium,Medium,Medium,Medium,"11.5, 12",M,Standard shank,"Satin upper, Leather sole",Egyptian,Medium,Medium,$65*,,Available,Tapered toes and heels with strong toe box.,1,Traditional Handmade,,,
Merlet,Belle,Medium,Medium,Soft,Short,Medium,Medium,"14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25","C, D, E",Pre-arched technology,"Satin upper, S2 soft shank, Eco-vegan tip, Soft cotton lining","Greek, Square/Roman",Low-Medium,Medium,$90.00-110.00,,Available,"Handmade in France, pre-arched shank, 5.5cm vamp, elasticated contour, vegan microfiber tip DanceWear CornerDancesupplies",3,Composite/Advanced Materials,,,
Russian Pointe,Brava,Medium-Tapered,Wide,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut with drawstring, Vamp 2, Flexible Soft/Medium/Hard shanks, Pre-arched construction","Satin upper, Leather sole, Traditional paste, Spotlight Collection","Greek, Square/Roman",Medium,High,59,,Discontinued,"Spotlight Collection, contemporary style, wide platform, even-length toes",1,Traditional Handmade,,,
R-Class,Brillante (RC20),Tapered,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","Vamp 1/2/3/V options, First Pointe (-1), Quiet (-2), 3/4 hard (-6), Microfiber tip (-7)","Satin upper, Stitched sole construction, 3/4 shank component","Egyptian, Greek",Medium,High,$120.00-140.00,,Available,"Tapered with broader metatarsal, pleatless technology",3,Advanced Synthetic,,,
Russian Pointe,Brio,Medium,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut with drawstring, Vamp 2, Flexible Soft/Medium/Hard shanks, Pre-arched construction","Satin upper, Leather sole, Traditional paste","Greek, Square/Roman",Medium,High,59,,Available,"Current production model, balanced design",1,Traditional Handmade,,,
Chacott,C.O.A.D Allonge,Tapered,Narrow,"Medium, Strong",Long,Medium,Medium,"19.5, 20, 20.5, 21, 21.5, 22, 22.5, 23, 23.5, 24, 24.5, 25, 25.5","D, E",Medium or Strong shank options,"Canvas tape heel, Satin upper, Leather sole","Strong Egyptian, Egyptian",Medium-High,Medium-High,$65.00-78.00,,Available,"Narrow elongated version, canvas tape heel grip",1,Traditional Handmade,,,
Sansha,Cendrillon,Medium,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","M, W",Multiple shank strengths,"Satin upper, Leather sole","Greek, Square/Roman",Medium,Medium,79.9,,Available,"Pleat-free design, heart logo",1,Traditional Handmade,,,
So Danca,Claudia,Medium,Medium,Medium,Long,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10","M, W",Standard options,"Satin upper, Leather sole, Traditional paste","Greek, Square/Roman",Medium,Medium-High,99,,Available,"Low profile, sleek look, supportive wings",1,Traditional Handmade,,,
Merlet,Cloe,Medium-Tapered,Medium,Medium,Medium,Medium,Medium,"34, 35, 36, 37, 38, 39, 40, 41, 42","Medium, Wide",Intermediate/Advanced design,"Satin upper, Advanced materials, Leather sole","Egyptian, Greek",Medium,High,129,,Available,"Perfectly adapted for intermediate/advanced dancers, expertly crafted design Merlet Pointe Shoes Collection | Dancewear Corner — DanceWear Corner",3,Composite/Advanced Materials,,,
Capezio,Contempora,Tapered,Medium,Soft,Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","B, C, D, E, EE",Standard shank,"Satin upper, Leather sole, Cotton lining",Egyptian,Medium,Medium,94,,Available,"Slightly tapered toe box, V-shaped throat.",1,Traditional Handmade,,,
Chacott,Coppelia II,Medium-Square,Wide,"Medium, Soft",Medium,Low,Medium,"19.5, 20, 20.5, 21, 21.5, 22, 22.5, 23, 23.5, 24, 24.5, 25, 25.5","D, E",Soft or Medium shank options,"Satin upper, Leather sole, Traditional paste","Square/Roman, Giselle/Peasant",Medium,Low,$60.00-80.00,,Available,"Beginner-friendly, broad toe box, pre-arched",1,Traditional Handmade,,,
Sansha,Debutante,Medium,Medium,"Medium, Soft",Medium,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","N, M, W, X",D100-D110 shank options,"Satin upper, Leather sole","Greek, Square/Roman",Low,Medium,$45-75*,,Available,"Student-focused, memory shank",1,Traditional Handmade,,,
Merlet,Diva,Medium,Wide,"Hard, Medium",Long,High,Medium,"34, 34.5, 35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43","Medium, Wide, Extra Wide",3/4 or Hard shank options,"Satin upper, STM polycarbonate shank, Vegan microfibre tip, Cotton drawstring","Greek, Square/Roman",High,Very High,129,,Available,"French handmade, flexible large box, anti-deformation technology, 7.2cm high vamp, STM polycarbonate inside sole DIVA is a French hand-made pointe shoe for advanced dancers.",3,Composite/Advanced Materials,,,
Capezio,Donatella #2,Tapered,Medium,Medium,Short,Medium,Medium,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12","N, M, W, WW",Standard shank,"Satin upper, Leather sole, Microfiber lining",Greek,Medium,Medium,98,,Available,"Slightly tapered toe box, U-shaped throat.",1,Traditional Handmade,,,
Capezio,Donatella #3,Tapered,Medium,Strong,Short,Medium,Medium,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12","N, M, W, WW",Standard shank,"Satin upper, Leather sole, Microfiber lining",Greek,High,High,98,,Available,"Firm #3 shank, enhanced heel design.",1,Traditional Handmade,,,
Bloch,Dramatica II Stretch,Tapered,Medium,Medium,Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",Standard shank,"Stretch satin, Leather sole, A Paste","Egyptian, Greek",Medium,Medium-High,$142*,,Available,Stretch version of Dramatica,2,Enhanced Traditional,,,
Grishko/Nikolay,DreamPointe (Allure),Medium-Tapered,Wide,"Light Hard, Light Medium, Light Soft",Medium,High,Medium,"0.5, 1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5","X, XX, XXX, XXXX, XXXXX","Pre-arched shank, Custom paste options","Satin upper, Thermoplastic pre-arched shank, Natural materials box","Egyptian, Greek",Medium,Very High,$80-130*,,Available,"Pre-arched version with curved shank, also called Allure",3,Advanced Synthetic,,,
Grishko/Nikolay,DreamPointe 2007,Medium-Tapered,Wide,"Light Hard, Light Medium, Light Soft",Medium,High,Medium,"0.5, 1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5","X, XX, XXX, XXXX, XXXXX","Thermoformable shank, Custom paste options","Satin upper, Thermoplastic shank, Natural materials box, Eco-friendly insole","Egyptian, Greek",Medium,Very High,$80-130*,,Available,"Based on 2007 last, synthetic shank, 3-4x longer lasting",3,Advanced Synthetic,,,
FR Duval,Duval Studio,Medium,Medium,"Medium, Soft, Strong, Very Strong",Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","X, XX, XXX",4 shank variations available,"Split paper outsole, Traditional materials, Satin upper","Egyptian, Greek, Square/Roman",Medium,High,$100.00-130.00,,Available,Lighter version with split paper outsole,3,Composite/Advanced Materials,,,
FR Duval,Duval1 thePRO,Medium,Medium,"Soft, Strong",Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","X, XX, XXX","FLX-Flexible, STR-Strong shank options","Hytrel plastic shank, PORON foam, Traditional box, Satin upper","Egyptian, Greek, Square/Roman",Medium-High,Very High,$120.00-150.00,,Available,"Professional performance model, U-DV deep vamp",3,Composite/Advanced Materials,,,
FR Duval,Duval3 theEuropean,Tapered,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","X, XX, XXX","FLX-Flexible, REG-Regular, STR-Strong shank options","Hytrel plastic shank, PORON foam, Traditional box, Satin upper","Egyptian, Greek",Medium-High,Very High,$120.00-150.00,,Available,"Hybrid construction, 3x lifespan vs traditional, Hytrel plastic shank",3,Composite/Advanced Materials,,,
FR Duval,Duval4 theAmerican,Medium-Square,Wide,"Medium, Soft, Strong",Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","X, XX, XXX","FLX-Flexible, REG-Regular, STR-Strong shank options","Hytrel plastic shank, PORON foam, Traditional box, Satin upper","Square/Roman, Giselle/Peasant",Medium-High,Very High,$120.00-150.00,,Available,"Roomy box, wider platform for broader feet",3,Composite/Advanced Materials,,,
FR Duval,Duval5 theENCORE,Medium,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9","X, XX, XXX","FLX-Flexible, REG-Regular, STR-Strong shank options","Hytrel plastic shank, PORON foam, Traditional box, Satin upper","Egyptian, Greek, Square/Roman",Medium-High,Very High,$120.00-150.00,,Available,Versatile model for multiple foot types,3,Composite/Advanced Materials,,,
Capezio,Développé #3,Medium,Medium,Medium,Medium,Medium,Medium,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12","N, M, W",Standard shank,"Satin upper, Leather sole, Microfiber lining",Greek,Medium,Medium,$65*,,Available,"Moderate toe box, firm #3 shank.",1,Traditional Handmade,,,
Capezio,Développé #5.5,Medium,Medium,Strong,Medium,Medium,Medium,"4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12","N, M, W",Standard shank,"Satin upper, Leather sole, Microfiber lining",Greek,High,High,$70*,,Available,Reinforced #5.5 shank for added support.,1,Traditional Handmade,,,
Bloch,Elegance,Tapered,Narrow,Medium,Medium,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",Relevease shank,"Stretch satin, Leather sole, A Paste","Egyptian, Greek",Medium,Medium-High,$145.00-151.00,,Available,"Stretch satin, Relevease technology",2,Enhanced Traditional,,,
Grishko/Nikolay,Elite,Square,Very Wide,"Hard, Medium, Soft, Super Hard, Super Soft",Long,High,High,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX, XXXXX","Pro version, Custom paste options","Satin upper, Hand-stitched leather sole, Classic smart paste box","Square/Roman, Giselle/Peasant",High,High,79.5,,Available,"Very roomy box, cylindrical shape, broader metatarsals",1,Traditional Handmade,,,
R-Class,Enchante (RC90),Square,Extra Wide,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","Vamp 1/2/3/V options, First Pointe (-1), Quiet (-2), 3/4 hard (-6), Microfiber tip (-7)","Satin upper, Stitched sole construction, 3/4 shank component","Square/Roman, Giselle/Peasant",Medium,High,$120.00-140.00,,Available,"Broad and wide, same last as CL90, pleatless technology",3,Advanced Synthetic,,,
Russian Pointe,Encore,Medium-Tapered,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut with drawstring, Vamp 2, Flexible Soft/Medium/Hard shanks, Pre-arched construction","Satin upper, Leather sole, Traditional paste, Spotlight Collection","Egyptian, Greek",Medium,High,59,,Discontinued,"Spotlight Collection, moderately tapered box, diamond feet",3,Advanced Synthetic,,,
Russian Pointe,Entrada,Medium,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut/V-cut options, Vamp 2, Flexible Soft/Medium/Hard shanks, Pre-arched construction","Satin upper, Leather sole, Traditional paste","Greek, Square/Roman",Medium,High,59,,Discontinued,"Classic model, original last design",3,Advanced Synthetic,,,
Sansha,Etudes,Square,Wide,Medium,Short,Medium,Medium-Low,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11","M, W",Pre-sewn elastic,"Satin upper, Leather sole","Square/Roman, Giselle/Peasant",Medium,Medium,$65-85*,,Available,"Short toes, whisper toe, includes bag",1,Traditional Handmade,,,
Gaynor Minden,Europa Classic - Box 2 ExtraFlex,Narrow-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: ExtraFlex, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 2 Feather,Narrow-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Feather, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 2 Hard,Narrow-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Hard, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 2 Pianissimo,Narrow-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Pianissimo, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 2 Supple,Narrow-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Supple, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Egyptian,High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 3 ExtraFlex,Medium-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: ExtraFlex, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 3 Feather,Medium-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Feather, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 3 Hard,Medium-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Hard, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 3 Pianissimo,Medium-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Pianissimo, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
Gaynor Minden,Europa Classic - Box 3 Supple,Medium-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Supple, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Egyptian, Greek",High,Very High,170,,Available,"European-made, most room due to oval shape, U-shaped throat",4,Advanced Synthetic,,,
